,id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,price,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,total_beds,price_per_person
283,7888339,within an hour,100.0,97.0,No,Yes,Kallang,1.30869,103.86345,Private room,1,3.0,1.0,59.0,Yes,3,0,0,4.0,4.0,4.33,4.33,4.33,4.33,4.33,No,0.04,1.0,59.0
284,7898449,within a few hours,100.0,84.0,No,Yes,Geylang,1.31338,103.88595,Entire home/apt,4,2.0,2.0,130.0,Yes,58,0,0,4.76,4.89,4.77,4.88,4.86,4.51,4.67,No,0.77,4.0,32.5
287,7946472,within a few hours,90.0,91.0,Yes,Yes,Kallang,1.30743,103.86305,Private room,1,3.0,1.0,49.0,Yes,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,0.03,1.0,49.0
288,7994039,within a few hours,90.0,91.0,Yes,Yes,Kallang,1.30928,103.86342,Private room,1,3.0,1.0,50.0,Yes,2,0,0,4.5,4.5,4.5,4.5,5.0,5.0,4.5,Yes,0.03,1.0,50.0
290,8004063,within an hour,100.0,97.0,No,Yes,Kallang,1.3075,103.86268,Private room,1,3.0,1.0,49.0,Yes,8,0,0,4.25,4.5,3.75,4.75,4.88,5.0,4.5,No,0.11,1.0,49.0
291,8007663,within an hour,100.0,97.0,No,Yes,Kallang,1.30627,103.86415,Private room,1,3.0,1.0,47.0,Yes,3,0,0,4.33,4.67,4.33,4.67,4.67,4.67,4.33,No,0.04,1.0,47.0
294,8038199,within a few hours,98.0,84.0,Yes,Yes,Downtown Core,1.29694,103.85557,Private room,2,1.0,1.0,168.0,Yes,167,10,0,4.67,4.65,4.72,4.83,4.81,4.89,4.57,Yes,2.26,1.0,84.0
304,8160733,within an hour,100.0,97.0,No,Yes,Geylang,1.31581,103.88071,Private room,1,3.0,1.0,41.0,Yes,3,0,0,4.0,4.0,4.0,4.0,3.67,3.67,4.0,No,0.04,1.0,41.0
305,8176609,within a few hours,87.0,0.0,No,No,Downtown Core,1.28039,103.85169,Private room,1,1.0,1.0,85.0,Yes,1,0,0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,No,0.01,1.0,85.0
306,8180339,within a few hours,87.0,0.0,No,No,Downtown Core,1.28002,103.85181,Entire home/apt,1,1.0,1.0,120.0,Yes,0,0,0,,,,,,,,No,,1.0,120.0
310,8196359,a few days or more,0.0,55.79398359161349,No,Yes,Rochor,1.30394,103.85108,Shared room,1,0.0,1.0,89.0,Yes,3,0,0,3.33,4.0,4.0,4.67,3.67,4.67,3.67,Yes,0.05,1.0,89.0
312,8200542,within a day,67.0,55.79398359161349,No,No,Geylang,1.31334,103.89381,Entire home/apt,5,2.0,3.0,180.0,Yes,190,0,0,4.45,4.5,4.32,4.67,4.79,4.59,4.41,No,2.48,12.0,36.0
313,8212166,within a few hours,87.0,0.0,No,No,Downtown Core,1.28146,103.85142,Entire home/apt,1,1.5,1.0,125.0,Yes,1,0,0,0.0,,,,,,,No,0.01,1.0,125.0
315,8234618,within a few hours,87.0,0.0,No,No,Downtown Core,1.28202,103.85222,Entire home/apt,2,1.0,1.0,151.0,Yes,0,0,0,,,,,,,,No,,1.0,75.5
319,8313545,within an hour,100.0,55.79398359161349,No,Yes,Geylang,1.3098,103.88271,Private room,2,1.0,1.0,64.0,Yes,95,0,0,4.22,4.41,4.23,4.67,4.61,4.33,4.38,Yes,1.25,1.0,32.0
320,8313660,within an hour,100.0,55.79398359161349,No,Yes,Geylang,1.30994,103.88172,Private room,2,1.0,1.0,64.0,Yes,72,0,0,4.22,4.43,4.19,4.69,4.74,4.34,4.28,Yes,0.95,1.0,32.0
321,8330622,within an hour,100.0,55.79398359161349,No,Yes,Geylang,1.31019,103.88328,Private room,2,1.0,1.0,74.0,Yes,8,0,0,3.88,3.88,4.75,4.75,4.88,4.25,4.25,Yes,0.11,1.0,37.0
327,8398148,within an hour,100.0,97.0,No,Yes,Kallang,1.30755,103.86353,Private room,1,3.0,1.0,49.0,Yes,1,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.01,1.0,49.0
330,8445747,within an hour,100.0,97.0,No,Yes,Kallang,1.30803,103.8627,Private room,1,3.0,1.0,59.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.01,1.0,59.0
333,8508225,Unknown,72.77864583333333,55.79398359161349,No,Yes,Downtown Core,1.28172,103.85193,Entire home/apt,3,1.0,1.0,250.0,Yes,32,0,0,4.84,4.9,4.68,4.87,4.94,4.97,4.75,No,0.43,2.0,83.33333333333333
342,8705956,within an hour,100.0,25.0,No,Yes,Downtown Core,1.2802,103.8507,Entire home/apt,3,1.0,,211.0,Yes,10,0,0,4.2,4.2,4.6,4.4,4.4,4.8,4.2,No,0.14,,70.33333333333333
346,8890247,within a day,71.0,50.0,No,Yes,Kallang,1.31131,103.87242,Private room,4,1.0,1.0,85.0,Yes,45,0,0,4.51,4.53,4.36,4.91,4.89,4.84,4.62,No,0.61,4.0,21.25
353,9017107,within a few hours,100.0,84.0,No,Yes,Outram,1.28362,103.84585,Entire home/apt,2,1.0,,93.0,Yes,13,1,0,4.77,4.92,4.69,4.85,5.0,4.92,4.77,No,0.24,,46.5
354,9019945,within an hour,100.0,25.0,No,Yes,Downtown Core,1.29673,103.8574,Entire home/apt,4,1.0,,259.0,Yes,0,0,0,,,,,,,,No,,,64.75
358,9075438,within a few hours,100.0,84.0,No,Yes,Outram,1.28382,103.84566,Entire home/apt,2,1.0,,80.0,Yes,9,0,0,5.0,4.89,5.0,5.0,5.0,5.0,5.0,No,0.12,,40.0
363,9268058,within a day,71.0,50.0,No,Yes,Kallang,1.30959,103.87369,Private room,5,0.0,1.0,105.0,Yes,35,0,0,4.43,4.46,4.23,4.8,4.86,4.66,4.54,No,0.49,5.0,21.0
375,9397355,within a few hours,90.0,91.0,Yes,Yes,Outram,1.28393,103.84335,Private room,1,2.0,1.0,69.0,Yes,0,0,0,,,,,,,,Yes,,1.0,69.0
378,9416569,within a few hours,87.0,0.0,No,No,Downtown Core,1.28019,103.85334,Private room,1,1.0,1.0,130.0,Yes,0,0,0,,,,,,,,No,,1.0,130.0
380,9464059,within an hour,98.0,75.0,No,Yes,Kallang,1.31689,103.8526,Private room,2,1.0,1.0,48.0,Yes,107,1,1,4.33,4.52,4.42,4.73,4.76,4.75,4.36,No,1.77,1.0,24.0
383,9532788,within an hour,100.0,100.0,No,Yes,Outram,1.28276,103.8433,Private room,1,2.0,1.0,88.0,Yes,206,0,0,4.7,4.77,4.71,4.8,4.86,4.9,4.74,Yes,2.82,,88.0
388,9635192,within an hour,100.0,100.0,No,Yes,Outram,1.2832,103.84217,Private room,1,3.0,1.0,58.0,Yes,188,0,0,4.64,4.82,4.79,4.82,4.88,4.88,4.77,Yes,2.55,,58.0
391,9716208,within a few hours,96.0,36.0,Yes,No,Kallang,1.31166,103.85976,Shared room,1,1.0,1.0,38.0,Yes,92,0,0,4.93,4.93,4.86,4.93,4.93,4.68,4.91,No,1.26,1.0,38.0
394,9746208,within an hour,100.0,100.0,No,Yes,Outram,1.28488,103.84215,Private room,1,2.0,1.0,88.0,Yes,157,1,1,4.77,4.82,4.7,4.86,4.92,4.92,4.77,Yes,2.18,1.0,88.0
396,9857050,within a few hours,100.0,55.79398359161349,No,Yes,Geylang,1.31457,103.8865,Entire home/apt,4,2.0,2.0,220.0,Yes,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.03,4.0,55.0
404,9901369,within a few hours,97.0,74.0,No,No,Geylang,1.31132,103.88045,Entire home/apt,4,1.0,1.0,119.0,Yes,179,14,5,4.65,4.7,4.68,4.77,4.83,4.46,4.56,No,2.46,3.0,29.75
427,10260541,Unknown,0.0,0.0,No,Yes,Geylang,1.31395,103.88547,Private room,2,1.0,1.0,54.0,Yes,0,0,0,,,,,,,,No,,1.0,27.0
429,10377488,within a few hours,87.0,0.0,No,No,Downtown Core,1.28164,103.85174,Entire home/apt,1,1.0,1.0,130.0,Yes,0,0,0,,,,,,,,No,,1.0,130.0
430,10427701,within a few hours,90.0,91.0,Yes,Yes,Outram,1.284,103.84346,Private room,1,1.0,1.0,69.0,Yes,2,0,0,4.5,4.5,3.5,5.0,4.5,5.0,4.0,Yes,0.04,1.0,69.0
431,10440235,within a few hours,90.0,91.0,Yes,Yes,Geylang,1.31497,103.8837,Private room,1,3.0,1.0,41.0,Yes,0,0,0,,,,,,,,Yes,,4.0,41.0
438,10718463,within a few hours,100.0,100.0,No,Yes,Geylang,1.32927,103.90424,Entire home/apt,2,1.5,1.0,150.0,Yes,36,0,0,4.89,4.92,4.78,4.89,4.92,4.75,4.75,No,0.51,,75.0
440,10819460,within a day,89.0,65.0,Yes,Yes,Rochor,1.30035,103.85127,Private room,2,1.0,1.0,109.0,Yes,145,4,1,4.83,4.92,4.85,4.9,4.95,4.92,4.78,No,2.05,1.0,54.5
445,11071722,Unknown,72.77864583333333,55.79398359161349,No,Yes,Geylang,1.31106,103.88209,Private room,2,1.0,1.0,197.0,Yes,2,0,0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,Yes,0.03,1.0,98.5
451,11228389,within an hour,86.0,50.0,Yes,Yes,Geylang,1.33007,103.87554,Private room,1,1.0,1.0,34.0,Yes,83,0,0,4.78,4.78,4.88,4.88,4.88,4.57,4.79,No,1.23,1.0,34.0
454,11282735,within a few hours,87.0,0.0,No,No,Downtown Core,1.2813,103.85172,Private room,1,1.0,1.0,100.0,Yes,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,No,0.01,1.0,100.0
457,11381088,within a day,89.0,65.0,Yes,Yes,Rochor,1.30092,103.85049,Private room,3,1.0,1.0,116.0,Yes,164,0,0,4.86,4.95,4.83,4.91,4.95,4.96,4.84,No,2.33,2.0,38.666666666666664
458,11442336,a few days or more,0.0,0.0,No,No,Kallang,1.32092,103.86291,Entire home/apt,2,1.0,1.0,100.0,Yes,0,0,0,,,,,,,,No,,1.0,50.0
469,11642282,within a day,89.0,65.0,Yes,Yes,Rochor,1.30203,103.85239,Private room,2,1.0,1.0,105.0,Yes,103,5,0,4.84,4.93,4.83,4.95,4.91,4.92,4.75,No,1.48,1.0,52.5
475,11817134,within a few hours,98.0,59.0,Yes,Yes,Outram,1.28184,103.84892,Entire home/apt,2,1.0,1.0,98.0,Yes,133,9,0,4.68,4.86,4.77,4.92,4.77,4.97,4.68,No,1.94,1.0,49.0
477,11863888,within a few hours,98.0,59.0,Yes,Yes,Outram,1.28215,103.84855,Entire home/apt,2,1.0,1.0,99.0,Yes,77,6,0,4.71,4.79,4.81,4.87,4.9,4.99,4.74,No,1.12,1.0,49.5
478,11865360,within a few hours,98.0,59.0,Yes,Yes,Outram,1.28213,103.84852,Entire home/apt,2,1.0,1.0,89.0,Yes,98,1,0,4.53,4.81,4.7,4.86,4.69,4.95,4.48,No,1.41,1.0,44.5
479,11898518,Unknown,0.0,0.0,No,No,Downtown Core,1.28169,103.85168,Entire home/apt,2,1.0,1.0,238.0,Yes,0,0,0,,,,,,,,Yes,,1.0,119.0
486,12045687,within a few hours,87.0,0.0,No,No,Downtown Core,1.28205,103.85301,Private room,1,1.0,1.0,80.0,Yes,1,0,0,3.0,2.0,5.0,4.0,4.0,5.0,3.0,No,0.02,1.0,80.0
488,12162272,within an hour,100.0,97.0,Yes,Yes,Kallang,1.29896,103.86146,Entire home/apt,4,1.0,1.0,139.0,Yes,253,15,1,4.85,4.87,4.67,4.95,4.93,4.9,4.74,No,3.8,3.0,34.75
492,12213801,within an hour,100.0,97.0,No,Yes,Outram,1.28567,103.8416,Private room,1,2.0,1.0,69.0,Yes,1,0,0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,No,0.01,1.0,69.0
494,12299369,within a few hours,100.0,46.0,No,Yes,Geylang,1.31277,103.90565,Private room,2,1.5,1.0,85.0,Yes,6,0,0,5.0,5.0,5.0,5.0,5.0,4.83,5.0,No,0.1,1.0,42.5
496,12345284,within a day,50.0,33.0,No,Yes,Kallang,1.31005,103.85829,Shared room,1,1.0,1.0,29.0,Yes,92,0,0,4.45,4.61,4.27,4.73,4.77,4.46,4.6,No,1.34,1.0,29.0
497,12347038,within a day,50.0,33.0,No,Yes,Kallang,1.31005,103.85829,Shared room,1,1.0,1.0,29.0,Yes,67,0,0,4.42,4.57,4.46,4.73,4.78,4.53,4.53,No,0.98,1.0,29.0
499,12366660,within a day,50.0,33.0,No,Yes,Kallang,1.31005,103.85829,Shared room,1,1.0,1.0,29.0,Yes,4,0,0,4.5,4.75,4.0,5.0,4.75,4.0,4.75,No,0.06,1.0,29.0
501,12367042,within a day,50.0,33.0,No,Yes,Kallang,1.31005,103.85829,Shared room,1,1.0,1.0,28.0,Yes,4,0,0,4.0,4.0,3.5,4.25,4.5,4.75,4.0,No,0.07,1.0,28.0
504,12367758,within a day,50.0,33.0,No,Yes,Kallang,1.31005,103.85829,Shared room,1,1.0,1.0,59.0,Yes,0,0,0,,,,,,,,No,,1.0,59.0
505,12367917,within a day,50.0,33.0,No,Yes,Kallang,1.31005,103.85829,Shared room,1,1.0,1.0,59.0,Yes,0,0,0,,,,,,,,No,,1.0,59.0
506,12368074,within a day,50.0,33.0,No,Yes,Kallang,1.31005,103.85829,Shared room,1,1.0,1.0,59.0,Yes,0,0,0,,,,,,,,No,,1.0,59.0
508,12475063,within an hour,100.0,99.0,No,Yes,Kallang,1.31655,103.85285,Private room,1,1.0,1.0,69.0,Yes,72,5,0,4.71,4.76,4.47,4.91,4.93,4.8,4.7,No,1.05,1.0,69.0
509,12484261,Unknown,72.77864583333333,78.0,No,Yes,Rochor,1.30249,103.86035,Private room,2,1.0,1.0,64.0,Yes,274,5,0,4.84,4.82,4.77,4.93,4.94,4.81,4.73,No,4.6,1.0,32.0
512,12614519,within a few hours,100.0,84.0,No,Yes,Geylang,1.31336,103.88627,Entire home/apt,2,1.0,1.0,68.0,Yes,71,1,0,4.85,4.96,4.87,4.87,4.93,4.87,4.9,No,1.03,1.0,34.0
514,12702541,Unknown,72.77864583333333,55.79398359161349,No,Yes,Rochor,1.30409,103.8465,Entire home/apt,2,1.0,1.0,240.0,Yes,26,0,0,4.69,4.88,4.81,4.83,4.96,4.75,4.83,No,0.4,1.0,120.0
520,12801097,within an hour,100.0,25.0,No,Yes,Downtown Core,1.28038,103.85395,Entire home/apt,3,1.0,1.0,192.0,Yes,2,0,0,3.0,3.0,4.0,4.0,4.0,4.5,3.0,No,0.03,1.0,64.0
522,12859055,within a few hours,100.0,84.0,No,Yes,Geylang,1.31318,103.88802,Entire home/apt,2,1.0,1.0,78.0,Yes,83,1,0,4.8,4.84,4.77,4.87,4.93,4.57,4.77,No,1.22,1.0,39.0
525,12904788,within a few hours,90.0,91.0,Yes,Yes,Kallang,1.30902,103.86162,Private room,1,3.0,1.0,49.0,Yes,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,0.03,1.0,49.0
527,12947194,within a day,89.0,65.0,Yes,Yes,Rochor,1.30098,103.85038,Private room,2,1.0,1.0,110.0,Yes,101,5,0,4.87,4.91,4.87,4.91,4.92,4.93,4.74,No,1.5,2.0,55.0
528,12975736,within a few hours,90.0,91.0,Yes,Yes,Kallang,1.31289,103.85555,Private room,1,2.0,1.0,59.0,Yes,2,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,Yes,0.07,1.0,59.0
530,13038831,within an hour,100.0,94.0,Yes,No,Kallang,1.31823,103.85941,Entire home/apt,4,1.0,1.0,125.0,Yes,47,2,0,4.85,4.91,4.87,5.0,5.0,4.93,4.83,Yes,0.69,1.0,31.25
531,13049120,within a few hours,88.0,20.0,No,Yes,Geylang,1.31846,103.89153,Entire home/apt,3,1.0,1.0,190.0,Yes,5,0,0,4.4,3.8,4.6,4.4,4.4,4.4,3.8,No,0.08,1.0,63.333333333333336
533,13132703,within a few hours,100.0,84.0,No,Yes,Geylang,1.31377,103.88623,Entire home/apt,2,1.0,,73.0,Yes,16,2,0,4.75,5.0,4.81,4.88,4.81,4.69,4.69,No,0.24,,36.5
534,13150852,within a few hours,100.0,84.0,No,Yes,Geylang,1.31978,103.89075,Entire home/apt,2,1.0,,73.0,Yes,12,2,0,4.75,4.83,4.83,5.0,4.92,4.58,4.92,No,0.2,,36.5
539,13213519,a few days or more,4.0,0.0,No,No,Kallang,1.32409,103.86352,Private room,2,1.5,1.0,50.0,Yes,1,0,0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,No,0.01,2.0,25.0
540,13226950,a few days or more,4.0,0.0,No,No,Kallang,1.32405,103.86375,Private room,2,1.5,1.0,50.0,Yes,3,0,0,3.0,3.33,3.33,3.67,3.33,4.33,3.33,No,0.05,2.0,25.0
541,13227454,a few days or more,22.0,82.0,No,No,Rochor,1.30396,103.85916,Private room,1,1.0,1.0,116.0,Yes,0,0,0,,,,,,,,Yes,,1.0,116.0
547,13275737,within a few hours,100.0,84.0,No,Yes,Geylang,1.31521,103.8879,Entire home/apt,2,1.5,1.0,80.0,Yes,56,0,0,4.73,4.86,4.77,4.75,4.91,4.46,4.71,No,0.84,1.0,40.0
550,13335962,a few days or more,22.0,82.0,No,No,Rochor,1.30429,103.85937,Private room,2,1.0,1.0,137.0,Yes,3,0,0,2.33,2.0,1.67,3.0,3.0,2.0,2.0,Yes,0.04,1.0,68.5
551,13336054,a few days or more,22.0,82.0,No,No,Rochor,1.30442,103.8593,Private room,2,1.0,1.0,141.0,Yes,2,0,0,2.5,3.5,4.0,4.0,4.0,4.0,3.0,Yes,0.03,1.0,70.5
552,13336111,a few days or more,22.0,82.0,No,No,Rochor,1.30242,103.86078,Private room,2,1.0,1.0,100.0,Yes,1,0,0,0.0,,,,,,,Yes,0.02,1.0,50.0
553,13336133,a few days or more,22.0,82.0,No,No,Rochor,1.30427,103.85904,Private room,4,1.0,1.0,140.0,Yes,1,0,0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,Yes,0.02,2.0,35.0
554,13361848,within a few hours,90.0,91.0,Yes,Yes,Kallang,1.31338,103.85843,Private room,1,1.0,1.0,54.0,Yes,2,0,0,5.0,4.5,4.0,5.0,5.0,5.0,5.0,Yes,0.04,1.0,54.0
555,13377049,within an hour,100.0,94.0,Yes,No,Kallang,1.31735,103.86169,Entire home/apt,5,1.0,1.0,119.0,Yes,15,3,0,5.0,5.0,4.93,4.87,5.0,4.73,4.53,No,0.25,1.0,23.8
556,13418425,within a few hours,100.0,84.0,No,Yes,Geylang,1.31307,103.88768,Entire home/apt,2,1.0,1.0,72.0,Yes,92,2,1,4.8,4.85,4.78,4.88,4.9,4.64,4.81,No,1.48,1.0,36.0
564,13574617,within a few hours,100.0,84.0,No,Yes,Geylang,1.31356,103.88637,Entire home/apt,4,2.0,2.0,120.0,Yes,14,1,0,4.93,4.86,4.93,5.0,5.0,4.71,4.79,No,0.26,4.0,30.0
568,13659860,a few days or more,0.0,0.0,No,Yes,Downtown Core,1.27872,103.84696,Entire home/apt,2,1.0,1.0,180.0,Yes,0,0,0,,,,,,,,No,,1.0,90.0
573,13803431,a few days or more,0.0,55.79398359161349,No,Yes,Kallang,1.31905,103.86658,Private room,1,1.0,1.0,65.0,Yes,63,0,0,4.86,4.86,4.86,4.9,4.89,4.83,4.78,No,0.95,1.0,65.0
578,13890512,within a few hours,90.0,91.0,Yes,Yes,Kallang,1.31261,103.85796,Private room,1,1.0,1.0,54.0,Yes,0,0,0,,,,,,,,Yes,,1.0,54.0
581,13936031,within a few hours,100.0,84.0,No,Yes,Geylang,1.31344,103.88785,Entire home/apt,4,2.0,2.0,120.0,Yes,11,2,1,4.91,4.82,4.91,4.82,4.73,4.73,4.91,No,0.23,4.0,30.0
583,13965663,within a day,71.0,50.0,No,Yes,Kallang,1.31124,103.87213,Private room,4,1.0,1.0,85.0,Yes,12,0,0,4.42,4.33,4.75,5.0,5.0,4.58,4.67,No,0.18,4.0,21.25
584,13966783,within an hour,100.0,97.0,No,Yes,Outram,1.28338,103.84133,Private room,1,2.0,1.0,59.0,Yes,2,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,No,0.03,1.0,59.0
597,14226426,within a few hours,100.0,100.0,Yes,Yes,Downtown Core,1.28341,103.85075,Entire home/apt,2,1.0,1.0,329.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,Yes,0.02,1.0,164.5
600,14248210,within a few hours,100.0,84.0,No,Yes,Outram,1.28324,103.84445,Entire home/apt,2,1.0,,83.0,Yes,48,3,0,4.77,4.85,4.69,4.77,4.77,4.92,4.69,No,0.73,,41.5
605,14407337,within an hour,100.0,97.0,No,Yes,Outram,1.28382,103.84339,Private room,1,2.0,1.0,69.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.02,1.0,69.0
611,14530157,within a few hours,100.0,55.79398359161349,No,Yes,Geylang,1.3147,103.89289,Entire home/apt,2,1.0,1.0,89.0,Yes,9,0,0,5.0,5.0,5.0,5.0,5.0,4.67,5.0,No,0.14,1.0,44.5
614,14577360,within an hour,100.0,97.0,No,Yes,Outram,1.2841,103.84253,Private room,1,1.0,1.0,69.0,Yes,2,0,0,5.0,4.5,4.5,4.5,4.5,4.5,4.5,No,0.04,1.0,69.0
616,14583967,within an hour,100.0,97.0,No,Yes,Kallang,1.31001,103.86278,Private room,1,3.0,1.0,46.0,Yes,4,1,0,4.5,5.0,4.5,5.0,5.0,5.0,4.33,No,0.06,1.0,46.0
619,14680376,within a day,82.0,70.0,Yes,Yes,Outram,1.28318,103.84548,Entire home/apt,2,1.0,,88.0,Yes,9,0,0,4.33,4.89,4.78,4.89,4.78,5.0,4.67,No,0.18,,44.0
620,14682068,within a day,82.0,70.0,Yes,Yes,Outram,1.28266,103.84345,Entire home/apt,2,1.0,1.0,88.0,Yes,22,0,0,4.82,4.77,4.86,4.86,4.86,5.0,4.73,No,0.34,1.0,44.0
621,14697600,within a few hours,100.0,84.0,No,Yes,Outram,1.28317,103.84589,Entire home/apt,2,1.0,,83.0,Yes,39,0,0,4.87,4.95,4.92,4.77,4.82,4.97,4.87,No,0.61,,41.5
624,14717542,Unknown,72.77864583333333,55.79398359161349,No,No,Downtown Core,1.27943,103.84567,Private room,2,1.0,1.0,350.0,Yes,2,0,0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,No,0.04,1.0,175.0
625,14718255,within a few hours,100.0,84.0,No,Yes,Outram,1.28341,103.84541,Entire home/apt,2,1.0,,83.0,Yes,20,1,0,4.8,4.6,4.85,4.95,4.8,4.95,4.9,No,0.31,,41.5
627,14740975,within a few hours,100.0,84.0,No,Yes,Outram,1.28378,103.84385,Entire home/apt,2,1.0,1.0,115.0,Yes,62,0,0,4.63,4.75,4.69,4.66,4.72,4.93,4.66,No,0.97,1.0,57.5
633,14954546,Unknown,0.0,0.0,No,No,Geylang,1.31573,103.88485,Private room,1,1.0,1.0,145.0,No,0,0,0,,,,,,,,No,,1.0,145.0
636,15087980,within a day,82.0,70.0,Yes,Yes,Outram,1.28467,103.84356,Entire home/apt,2,1.0,1.0,115.0,Yes,26,0,0,4.88,4.92,4.92,4.96,4.88,5.0,4.96,No,0.42,1.0,57.5
640,15197371,within an hour,100.0,100.0,No,Yes,Geylang,1.31176,103.88139,Entire home/apt,5,1.5,1.0,149.0,Yes,52,4,1,4.57,4.61,4.43,4.75,4.73,4.61,4.36,Yes,0.84,2.0,29.8
645,15348725,within a day,80.0,81.0,No,Yes,Kallang,1.31,103.86158,Private room,1,3.0,1.0,49.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,0.03,1.0,49.0
649,15367409,within a day,80.0,81.0,No,Yes,Geylang,1.31552,103.88215,Private room,1,3.0,1.0,39.0,Yes,4,0,0,4.25,4.5,4.5,4.5,4.5,5.0,4.5,No,0.06,1.0,39.0
651,15406706,within an hour,100.0,97.0,No,Yes,Kallang,1.31053,103.86075,Private room,1,3.0,1.0,47.0,Yes,1,0,0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,No,0.02,1.0,47.0
654,15441196,within an hour,100.0,97.0,No,Yes,Kallang,1.30983,103.86232,Private room,1,3.0,1.0,59.0,Yes,6,3,0,4.83,4.83,4.5,5.0,5.0,5.0,4.5,No,0.09,1.0,59.0
655,15450033,within a few hours,100.0,84.0,No,Yes,Outram,1.28497,103.84367,Entire home/apt,2,1.0,,88.0,Yes,4,0,0,5.0,5.0,4.5,4.75,5.0,5.0,4.75,No,0.06,,44.0
658,15487894,within a day,80.0,81.0,No,Yes,Kallang,1.3085,103.86112,Private room,1,3.0,1.0,49.0,Yes,2,0,0,4.5,4.5,4.0,5.0,5.0,5.0,4.0,Yes,0.03,1.0,49.0
663,15538540,within an hour,100.0,97.0,No,Yes,Geylang,1.31548,103.8821,Private room,1,3.0,1.0,49.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.02,1.0,49.0
664,15539906,Unknown,0.0,0.0,No,Yes,Kallang,1.31982,103.85761,Private room,1,1.0,1.0,25.0,Yes,0,0,0,,,,,,,,No,,1.0,25.0
674,15722934,within a few hours,100.0,84.0,No,Yes,Outram,1.28326,103.84515,Entire home/apt,2,1.0,,80.0,Yes,61,0,0,4.69,4.77,4.77,4.7,4.77,4.95,4.67,No,0.99,,40.0
684,15792137,within a few hours,98.0,84.0,Yes,Yes,Outram,1.2815556251913134,103.84489100135174,Private room,1,1.0,1.0,123.0,Yes,105,9,0,4.8,4.87,4.89,4.95,4.91,4.99,4.72,Yes,1.71,1.0,123.0
685,15792808,within a few hours,98.0,84.0,Yes,Yes,Outram,1.28243,103.84677,Private room,2,1.0,1.0,142.0,Yes,146,11,0,4.77,4.79,4.82,4.9,4.92,4.89,4.66,Yes,2.4,1.0,71.0
703,16007789,within a few hours,100.0,84.0,No,Yes,Outram,1.28381,103.84556,Entire home/apt,2,1.0,,83.0,Yes,17,0,0,4.59,4.71,4.82,4.71,4.82,5.0,4.71,No,0.29,,41.5
712,16118606,within a few hours,95.0,4.0,Yes,Yes,Kallang,1.31721,103.85684,Entire home/apt,2,1.5,,70.0,Yes,15,0,0,4.93,4.93,4.93,5.0,5.0,4.87,4.87,No,0.24,,35.0
723,16209070,within a few hours,90.0,91.0,Yes,Yes,Outram,1.2833,103.84368,Private room,1,2.0,1.0,69.0,Yes,1,0,0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,Yes,0.02,1.0,69.0
727,16220808,within an hour,100.0,97.0,No,Yes,Kallang,1.30768,103.8634,Private room,1,3.0,1.0,49.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.02,1.0,49.0
732,16231818,within a day,60.0,90.0,No,Yes,Geylang,1.30914,103.89234,Private room,2,2.0,1.0,60.0,Yes,98,0,0,4.87,4.89,4.9,4.87,4.85,4.68,4.82,No,1.63,1.0,30.0
733,16236835,within a few hours,100.0,84.0,No,Yes,Geylang,1.31316,103.88674,Entire home/apt,2,1.0,,72.0,Yes,24,0,0,4.75,4.88,4.83,4.92,4.96,4.67,4.88,No,0.41,,36.0
737,16291031,within a day,82.0,70.0,Yes,Yes,Geylang,1.31558,103.88747,Entire home/apt,2,1.0,1.0,78.0,Yes,34,0,0,4.85,4.97,4.85,4.91,4.91,4.56,4.82,No,0.56,1.0,39.0
